Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,230.8000030517578,230.8000030517578,225.63333129882812,227.73333740234375,205.72369384765625,787731
2015-01-02,227.8333282470703,236.8333282470703,227.8333282470703,234.8333282470703,212.137451171875,3485478
2015-01-05,233.3333282470703,236.0,230.06666564941406,230.46665954589844,208.19284057617188,1455238
2015-01-06,228.63333129882812,228.63333129882812,217.39999389648438,219.3000030517578,198.10540771484375,2071117
2015-01-07,218.60000610351562,223.06666564941406,210.1999969482422,215.36666870117188,194.5522003173828,3720183
2015-01-08,217.36666870117188,223.10000610351562,215.93333435058594,221.86666870117188,200.42401123046875,2241168
2015-01-09,223.26666259765625,225.63333129882812,218.1999969482422,221.56666564941406,200.1529998779297,3090469
2015-01-12,221.86666870117188,223.3000030517578,218.6999969482422,220.39999389648438,199.09910583496094,1351051
2015-01-13,221.3333282470703,238.26666259765625,221.3333282470703,229.8333282470703,207.62071228027344,6944788
2015-01-14,230.53334045410156,239.93333435058594,228.6666717529297,238.8000030517578,215.7207794189453,4317558
2015-01-15,242.0,243.3333282470703,235.73333740234375,241.6666717529297,218.31040954589844,2974933
2015-01-16,241.0,249.3000030517578,239.3000030517578,246.76666259765625,222.9175262451172,2779971
2015-01-19,247.13333129882812,249.6666717529297,244.8333282470703,247.36666870117188,223.4595184326172,2236056
2015-01-20,248.0,250.13333129882812,246.06666564941406,247.56666564941406,223.6402130126953,1878513
2015-01-21,248.53334045410156,248.53334045410156,238.06666564941406,242.86666870117188,219.3944091796875,2458926
2015-01-22,242.03334045410156,245.06666564941406,238.0,240.23333740234375,217.01559448242188,1723426
2015-01-23,242.5,243.6999969482422,237.53334045410156,238.6999969482422,215.6304473876953,1537792
2015-01-27,239.3333282470703,242.0,232.6666717529297,233.76666259765625,211.17388916015625,1991038
2015-01-28,235.3333282470703,240.1999969482422,232.8333282470703,236.1666717529297,213.3419647216797,1640554
2015-01-29,236.0,244.93333435058594,233.46665954589844,243.46665954589844,219.93643188476562,2583888
2015-01-30,246.53334045410156,249.5,242.6666717529297,245.56666564941406,221.83348083496094,1898403
2015-02-02,246.60000610351562,263.79998779296875,239.36666870117188,262.5333251953125,237.16036987304688,6059877
2015-02-03,264.70001220703125,279.3333435058594,259.8333435058594,277.5333251953125,250.710693359375,10507746
2015-02-04,279.20001220703125,290.6666564941406,276.76666259765625,286.3999938964844,258.7203674316406,9013189
2015-02-05,285.3333435058594,285.3333435058594,277.1000061035156,278.6333312988281,251.70437622070312,2762121
2015-02-06,276.0,291.1666564941406,272.70001220703125,285.5666809082031,257.9676513671875,5598588
2015-02-09,284.0,284.0,272.6666564941406,275.73333740234375,249.0846710205078,2108044
2015-02-10,274.8666687011719,286.3333435058594,274.23333740234375,283.1000061035156,255.7393035888672,2462724
2015-02-11,284.70001220703125,293.26666259765625,278.70001220703125,290.4333190917969,262.3639831542969,5374516
2015-02-12,293.0,298.5,291.4666748046875,294.76666259765625,266.2784729003906,2829805
2015-02-13,295.1000061035156,295.3666687011719,284.4666748046875,286.3999938964844,258.7203674316406,2295769
2015-02-16,285.3333435058594,290.9333190917969,281.4333190917969,284.29998779296875,256.8233642578125,1487070
