Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,187.47500610351562,187.5,182.0,183.1999969482422,175.59091186523438,4318
2015-01-02,184.5,184.5,180.0,180.25,172.76345825195312,63018
2015-01-05,181.47500610351562,186.0,178.5,182.60000610351562,175.0158233642578,82426
2015-01-06,181.8249969482422,185.0,181.0,183.77499389648438,176.14199829101562,143634
2015-01-07,184.47500610351562,187.5,182.5,183.125,175.51901245117188,472322
2015-01-08,185.8000030517578,186.4499969482422,179.125,181.6750030517578,174.12925720214844,331650
2015-01-09,182.5,184.0,180.1999969482422,180.875,173.36245727539062,1005180
2015-01-12,177.0,182.47500610351562,177.0,179.125,171.68515014648438,76728
2015-01-13,174.5,181.89999389648438,174.5,179.89999389648438,172.42796325683594,62362
2015-01-14,179.97500610351562,181.0,179.5,180.0749969482422,172.59571838378906,12338
2015-01-15,182.0,184.5,176.1999969482422,182.625,175.03977966308594,723180
2015-01-16,182.4250030517578,184.9250030517578,182.0,182.60000610351562,175.0158233642578,573282
2015-01-19,182.5749969482422,184.5,180.75,182.22500610351562,174.65640258789062,274586
2015-01-20,183.0,187.0,181.60000610351562,185.27499389648438,177.57974243164062,515132
2015-01-21,186.35000610351562,192.0,184.1999969482422,189.625,181.7490692138672,187806
2015-01-22,189.9250030517578,190.0,188.5,189.4250030517578,181.55735778808594,84154
2015-01-23,190.47500610351562,192.52499389648438,188.47500610351562,190.39999389648438,182.49185180664062,1036546
2015-01-27,189.9250030517578,192.0,185.9499969482422,191.0,183.06695556640625,226620
2015-01-28,189.97500610351562,199.5,189.97500610351562,198.0500030517578,189.82411193847656,217758
2015-01-29,199.9250030517578,200.4499969482422,196.625,199.47500610351562,191.18994140625,106322
2015-01-30,199.4499969482422,204.0,199.4499969482422,203.10000610351562,194.66436767578125,401850
2015-02-02,200.5,204.0,199.125,200.35000610351562,192.0286102294922,18072
2015-02-03,200.125,200.125,195.52499389648438,197.25,189.05735778808594,35696
2015-02-04,198.9250030517578,200.0,193.75,197.10000610351562,188.91357421875,36330
2015-02-05,196.5,199.4499969482422,196.25,197.85000610351562,189.6324462890625,13792
2015-02-06,192.5,198.5,192.5,196.89999389648438,188.72189331054688,25512
2015-02-09,190.0,193.02499389648438,188.0,190.22500610351562,182.3241424560547,105298
2015-02-10,189.125,191.0,188.5,189.6999969482422,181.82093811035156,437964
2015-02-11,189.875,190.3249969482422,184.8249969482422,185.9250030517578,178.20272827148438,113492
2015-02-12,187.47500610351562,191.5,187.0500030517578,190.02499389648438,182.13241577148438,39248
2015-02-13,189.97500610351562,191.0,189.22500610351562,189.875,181.98866271972656,20750
2015-02-16,195.6999969482422,199.77499389648438,190.52499389648438,197.4499969482422,189.24903869628906,225688
2015-02-18,199.52499389648438,202.1999969482422,197.5,199.97500610351562,191.66917419433594,132840
2015-02-19,202.5,202.5,196.25,199.9250030517578,191.62124633789062,77922
2015-02-20,199.60000610351562,200.02499389648438,193.5,197.4250030517578,189.22508239746094,103536
2015-02-23,196.375,198.5,194.52499389648438,196.0,187.85926818847656,128924
2015-02-24,197.27499389648438,197.5,194.0,195.97500610351562,187.83529663085938,404912
2015-02-25,197.0,197.0,191.47500610351562,194.1750030517578,186.11004638671875,140902
2015-02-26,194.02499389648438,196.0,190.0,191.6750030517578,183.71388244628906,7076
2015-02-27,192.5,197.0,191.85000610351562,195.47500610351562,187.35609436035156,35262
2015-03-02,194.8000030517578,196.22500610351562,192.5,193.9499969482422,185.8944091796875,20636
2015-03-03,193.5500030517578,193.5500030517578,190.75,191.89999389648438,183.92955017089844,119678
2015-03-04,193.97500610351562,196.5,193.375,195.0,186.90078735351562,1781322
2015-03-05,195.77499389648438,202.39999389648438,191.02499389648438,192.0500030517578,184.0733184814453,478834
2015-03-09,191.0,191.0,184.0,187.64999389648438,179.8560791015625,1656888
2015-03-10,187.22500610351562,189.02499389648438,183.77499389648438,184.22500610351562,176.57333374023438,455296
2015-03-11,184.25,186.5,180.6999969482422,184.125,176.47750854492188,13452
2015-03-12,183.35000610351562,184.60000610351562,181.0,183.5749969482422,175.95033264160156,39872
2015-03-13,182.5,182.625,179.0,180.625,173.1228790283203,49408
2015-03-16,180.5,183.1999969482422,177.02499389648438,181.77499389648438,174.22508239746094,56188
2015-03-17,181.0,182.72500610351562,177.5,180.47500610351562,172.97909545898438,532558
2015-03-18,181.5,184.60000610351562,179.5500030517578,183.25,175.6388397216797,12094
2015-03-19,182.60000610351562,194.6999969482422,180.5749969482422,184.8000030517578,177.1244354248047,26598
2015-03-20,185.5,192.35000610351562,181.5,184.875,177.19631958007812,207852
2015-03-23,184.0,184.02499389648438,177.5500030517578,179.0,171.5653533935547,48882
2015-03-24,180.0,180.0,172.35000610351562,174.97500610351562,167.70751953125,44026
2015-03-25,175.5,180.97500610351562,170.625,176.77499389648438,169.43275451660156,29722
2015-03-26,176.0,180.60000610351562,174.5,176.77499389648438,169.43275451660156,17440
2015-03-27,177.3249969482422,178.60000610351562,174.375,177.375,170.00782775878906,295270
2015-03-30,177.5,178.75,176.02499389648438,177.0,169.64840698242188,32084
2015-03-31,177.5,179.5,174.0,178.47500610351562,171.06216430664062,346854
2015-04-01,177.5749969482422,180.0,176.02499389648438,177.625,170.24746704101562,127890
2015-04-06,183.0,187.39999389648438,182.52499389648438,186.22500610351562,178.4902801513672,30300
2015-04-07,190.1750030517578,191.0,181.0500030517578,182.4499969482422,174.87208557128906,16906
2015-04-08,183.0,185.02499389648438,182.60000610351562,183.14999389648438,175.54296875,35304
2015-04-09,182.60000610351562,184.27499389648438,181.0,181.5500030517578,174.00946044921875,26516
2015-04-10,182.6999969482422,184.39999389648438,179.0,180.0,172.52383422851562,17524
2015-04-13,180.5500030517578,188.4499969482422,179.9499969482422,181.25,173.72190856933594,62118
2015-04-15,181.5,183.4499969482422,177.5500030517578,182.60000610351562,175.0158233642578,61466
2015-04-16,182.52499389648438,189.5,182.0749969482422,187.47500610351562,179.68832397460938,119272
2015-04-17,185.9250030517578,188.5,184.64999389648438,187.47500610351562,179.68832397460938,20400
2015-04-20,188.0500030517578,189.75,186.6999969482422,187.5,179.71231079101562,52932
2015-04-21,188.27499389648438,189.625,187.0,188.35000610351562,180.5270233154297,26022
2015-04-22,186.5,189.5,186.5,188.3000030517578,180.4790496826172,15830
2015-04-23,188.97500610351562,189.5,187.47500610351562,188.22500610351562,180.40719604492188,163718
2015-04-24,188.22500610351562,189.0,184.0,185.85000610351562,178.13082885742188,30770
2015-04-27,188.39999389648438,193.9499969482422,187.75,189.97500610351562,182.08450317382812,344826
2015-04-28,182.5,191.8249969482422,182.5,188.52499389648438,180.6947479248047,70406
2015-04-29,183.0,194.22500610351562,183.0,184.3000030517578,176.6452178955078,5236
2015-04-30,185.64999389648438,187.5,180.14999389648438,182.125,174.560546875,22436
2015-05-04,182.5,184.85000610351562,180.27499389648438,181.375,173.8417205810547,2478
2015-05-05,182.5,186.0,180.4499969482422,181.125,173.60208129882812,17198
2015-05-06,182.35000610351562,184.8249969482422,178.625,180.875,173.36245727539062,14916
2015-05-07,182.5,184.5,179.0,182.1750030517578,174.6084747314453,5652
2015-05-08,183.5,188.75,178.5,180.1750030517578,172.6915283203125,13366
2015-05-11,181.6999969482422,183.6999969482422,178.0500030517578,179.0,171.5653533935547,49428
