Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,82.55000305175781,83.30000305175781,82.0999984741211,82.75,68.0903549194336,8588010
2015-01-02,82.69999694824219,83.80000305175781,82.5999984741211,82.8499984741211,68.1726303100586,10148290
2015-01-05,82.75,84.25,82.30000305175781,82.69999694824219,68.0491943359375,12748155
2015-01-06,82.4000015258789,82.55000305175781,78.0,78.6500015258789,64.71668243408203,24520775
2015-01-07,78.5999984741211,79.30000305175781,76.55000305175781,77.80000305175781,64.01728057861328,15258430
2015-01-08,78.30000305175781,79.6500015258789,78.19999694824219,79.1500015258789,65.12809753417969,11819935
2015-01-09,79.69999694824219,80.6500015258789,78.0,78.55000305175781,64.63441467285156,14950885
2015-01-12,78.44999694824219,80.69999694824219,77.0999984741211,80.0,65.8275375366211,17369710
2015-01-13,79.69999694824219,80.0,77.69999694824219,78.25,64.3875503540039,19089110
2015-01-14,78.0,78.44999694824219,75.80000305175781,77.05000305175781,63.400150299072266,20078225
2015-01-15,77.19999694824219,79.0,77.0,77.55000305175781,63.81156539916992,19014950
2015-01-16,77.5,77.80000305175781,76.19999694824219,76.94999694824219,63.31785202026367,14954790
2015-01-19,77.30000305175781,78.0999984741211,76.05000305175781,76.80000305175781,63.19443893432617,12368535
2015-01-20,76.80000305175781,78.55000305175781,76.80000305175781,77.94999694824219,64.14070129394531,14945985
2015-01-21,78.19999694824219,78.4000015258789,76.4000015258789,76.9000015258789,63.2767219543457,16576525
2015-01-22,77.0,78.0999984741211,76.94999694824219,77.9000015258789,64.09956359863281,18412560
2015-01-23,78.69999694824219,78.75,77.0,78.1500015258789,64.3052749633789,12210520
2015-01-27,78.0,79.19999694824219,77.4000015258789,78.75,64.7989730834961,22225330
2015-01-28,78.75,79.55000305175781,77.69999694824219,78.25,64.3875503540039,16083120
2015-01-29,78.0,79.5,77.3499984741211,78.69999694824219,64.75784301757812,20903905
2015-01-30,78.69999694824219,79.19999694824219,76.55000305175781,77.1500015258789,63.482425689697266,9699625
2015-02-02,77.0,77.0,75.19999694824219,75.55000305175781,62.16587829589844,13376275
2015-02-03,75.55000305175781,75.94999694824219,73.5,73.6500015258789,60.60246276855469,17264990
2015-02-04,74.44999694824219,74.75,73.6500015258789,74.0999984741211,60.97275161743164,16745170
2015-02-05,74.19999694824219,75.5,73.25,74.0,60.89046096801758,11145985
2015-02-06,73.8499984741211,74.25,71.19999694824219,73.6500015258789,60.60246276855469,8105755
2015-02-09,73.0999984741211,73.0999984741211,70.8499984741211,71.1500015258789,58.54536437988281,10224425
2015-02-10,70.5,71.69999694824219,69.05000305175781,69.69999694824219,57.352230072021484,13158955
2015-02-11,69.9000015258789,73.8499984741211,69.9000015258789,73.19999694824219,60.23219680786133,13862850
2015-02-12,73.44999694824219,74.0999984741211,72.4000015258789,73.30000305175781,60.314476013183594,9030225
2015-02-13,73.3499984741211,77.1500015258789,73.19999694824219,75.1500015258789,61.83673858642578,33143935
2015-02-16,75.1500015258789,76.19999694824219,74.25,74.94999694824219,61.672157287597656,17260735
2015-02-18,74.0,74.5999984741211,72.5,72.75,61.29304122924805,10674405
2015-02-19,73.0999984741211,75.3499984741211,72.80000305175781,74.80000305175781,63.020179748535156,17050255
2015-02-20,75.0,75.5999984741211,74.0,74.3499984741211,62.64106750488281,11381300
2015-02-23,75.0,75.0,73.0999984741211,73.5,61.9249267578125,7168810
2015-02-24,73.69999694824219,73.75,70.3499984741211,70.6500015258789,59.52375411987305,13508955
2015-02-25,71.0,71.5999984741211,69.8499984741211,70.05000305175781,59.01824188232422,10449920
2015-02-26,70.25,70.44999694824219,67.44999694824219,67.6500015258789,56.9962043762207,20444835
2015-02-27,68.1500015258789,70.5,68.0999984741211,70.30000305175781,59.22887420654297,12419040
2015-03-02,71.0,71.80000305175781,69.30000305175781,69.80000305175781,58.8076171875,9407165
2015-03-03,70.25,70.69999694824219,69.0999984741211,69.3499984741211,58.42848587036133,11631440
