Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,306.0,310.9800109863281,302.04998779296875,303.92999267578125,279.5726318359375,177505
2015-01-02,303.92999267578125,311.1000061035156,303.7900085449219,305.8599853515625,281.34796142578125,284480
2015-01-05,304.0,306.7900085449219,298.0,299.5400085449219,275.53448486328125,125515
2015-01-06,299.94000244140625,301.20001220703125,282.0,285.6700134277344,262.7760314941406,145780
2015-01-07,286.0199890136719,297.79998779296875,279.6000061035156,280.9700012207031,258.45269775390625,185060
2015-01-08,294.6000061035156,294.6000061035156,284.44000244140625,286.05999755859375,263.1347351074219,83895
2015-01-09,288.0,290.0,281.0400085449219,282.3299865722656,259.7037353515625,111450
2015-01-12,282.3299865722656,286.9800109863281,282.3299865722656,284.760009765625,261.93896484375,45945
2015-01-13,288.0,293.6000061035156,285.0,286.8999938964844,263.90740966796875,122750
2015-01-14,286.0,288.0199890136719,283.0,285.0199890136719,262.1781005859375,43580
2015-01-15,292.5799865722656,303.3900146484375,290.0,293.7799987792969,270.2360534667969,555715
2015-01-16,297.17999267578125,309.5400085449219,294.2300109863281,306.0400085449219,281.5135192871094,643615
2015-01-19,307.6000061035156,317.79998779296875,305.0,308.8500061035156,284.0983581542969,866285
2015-01-20,308.80999755859375,309.79998779296875,302.2099914550781,303.42999267578125,279.1126708984375,117065
2015-01-21,291.239990234375,293.0,280.3999938964844,286.1499938964844,263.2174987792969,1202495
2015-01-22,285.79998779296875,289.79998779296875,281.0,282.17999267578125,259.565673828125,236825
2015-01-23,284.07000732421875,286.4800109863281,270.010009765625,272.45001220703125,250.6155548095703,1316625
2015-01-27,273.3999938964844,278.9700012207031,268.3999938964844,273.760009765625,251.8205108642578,188405
2015-01-28,273.0,274.79998779296875,270.29998779296875,272.0199890136719,250.2198944091797,109160
2015-01-29,272.0400085449219,278.9800109863281,270.3999938964844,273.1099853515625,251.22256469726562,237225
2015-01-30,276.0,279.0,274.0,276.2200012207031,254.0833282470703,81440
2015-02-02,275.9800109863281,277.989990234375,271.04998779296875,273.04998779296875,251.16738891601562,98395
2015-02-03,274.0,282.7900085449219,274.0,276.5,254.34100341796875,184560
2015-02-04,275.6000061035156,278.20001220703125,270.0,272.55999755859375,250.71670532226562,242365
2015-02-05,273.3999938964844,276.6000061035156,272.0,273.29998779296875,251.3972930908203,53970
